MODEL,DESCRIPTOR,MEDIA,DETACHMENT MEDIA,ATTACHMENT,SPECIFIC NOTES,DIAGNOSIS/REPLASE,PHASE,PRIOR TREATMENT(S),SOURCE OF CULTURE,1p,3p,11q,17q,ALK STATUS,MYCN STATUS,P53 STATUS,1:2,1:3 ,1:4 ,1:5,1:6,1:7,1:8,1:9,1:10,1:20,NOTES,RACK LOCATION:,LOCATION: BOX,LOCATION: ROW,LOCATION: POSITION,PASSAGE #,FREEZE DATE,INITIALS,LINEAGE,MYCO DATE,STR DATE,STR RESULT,AMELOGENIN (ALLELE 1),AMELOGENIN (ALLELE 2),D3S1358 (ALLELE 1),D3S1358 (ALLELE 2),,D1S1656 (ALLELE 1),D1S1656 (ALLELE 2),,D2S441 (ALLELE 1),D2S441 (ALLELE 2),D10S1248 (ALLELE 1),D10S1248 (ALLELE 2),,D13S317 (ALLELE 1),D13S317 (ALLELE 2),D13S317 (ALLELE 2),PENTA E (ALLELE 1),PENTA E (ALLELE 2),PENTA E (ALLELE 3),D16S539 (ALLELE 1),D16S539 (ALLELE 2),D18S51 (ALLELE 1),D18S51 (ALLELE 2),,D2S1338 (ALLELE 1),D2S1338 (ALLELE 2),D2S1338 (ALLELE 3),CSF1PO (ALLELE 1),CSF1PO (ALLELE 2),,PENTA D (ALLELE 1),PENTA D (ALLELE 2),PENTA D (ALLELE 3),TH01 (ALLELE 1),TH01 (ALLELE 2),vWA (ALLELE 1),vWA (ALLELE 2),vWA (ALLELE 3),D21S11 (ALLELE 1),D21S11 (ALLELE 2),,D7S820 (ALLELE 1),D7S820 (ALLELE 2),D5S818 (ALLELE 1),D5S818 (ALLELE 2),TPOX (ALLELE 1),TPOX (ALLELE 2),,DYS391 (ALLELE 1),D8S1179 (ALLELE 1),D8S1179 (ALLELE 2),D8S1179 (ALLELE 3),D12S391 (ALLELE 1),D12S391 (ALLELE 2),,D19S433 (ALLELE 1),D19S433 (ALLELE 2),,FGA (ALLELE 1),FGA (ALLELE 2),,D22S1045 (ALLELE 1),D22S1045 (ALLELE 2),,,Lab 
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,5,5,,03/21/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,5,7,16,04/04/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,5,8,19,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,5,9,19,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,5,10,18,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,6,1,18,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,6,2,17,05/09/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
SK-N-BE(2)-C,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,"Cells will clump together, so it can be difficult to achieve a single-cell suspension",Relapse,Progressing,"Patient received multiple courses of chemotherapy and irradiation prior to sample collection. (Agents include: Cyclophosphamide, doxorubicin, vincristine, local irradiation)",Bone Marrow (Subclone of SK-N-BE(2)),cnLOH p21.3-pterm,Loss 14.2-pterm,Loss q11-qterm; Gain q13.4-qterm,Gain q12-qterm,WT,Amplified,C135F,,,,,,,,,,,,7,8,6,3,18,06/13/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NB-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6,4,,12/07/2012,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NB-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6,5,,12/07/2012,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
NB-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6,6,,12/07/2012,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly-GFP-Luc,GFP-Luc,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,6,7,,12/07/2012,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,6,10,14,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,1,10,03/21/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,2,14,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,4,13,04/04/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,5,16,10/03/2014,LSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,6,12,04/04/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,7,16,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,8,16,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,9,14,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,7,10,14,04/17/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,8,1,16,05/09/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,8,2,17,06/13/2013,LSH,,10/26/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,8,3,23,08/02/2013,LSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,8,4,23,08/02/2013,LSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
Kelly,?,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,,Unknown,Unknown,Unknown,Unknown,LOH p21.3-pter; Loss p36.32; Gain p36.33,Loss p26.2,Loss q23.3-qter,Gain q21.2-qter,F1174L,Amplified,P177T,,,,,,,,,,,,7,8,8,10,,12/07/2012,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,1,8,03/21/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,2,14,03/21/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,3,11,03/21/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,4,16,04/04/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,5,13,04/04/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,6,19,04/17/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,7,19,04/17/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,8,15,04/17/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,9,15,04/17/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,9,10,11,05/09/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,10,2,11,05/09/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,10,3,12,06/13/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
CHP-212,BETiR,"RPMI 1640 w/ 10 % FBS; 1 % of Pen/Strep, 2mM L-Glutamine",0.02% Versene,Adherent,Note the special media base.,Diagnosis,Diagnosis,No treatment was given to the patient prior to sample collection.,Solid Tumor (Kidney mass),Loss p13.2-pterm,GaiNAl p26.3 ,cnLOH 23.3,Gain q12-qterm,WT,Amplified,WT,,,,,,,,,,,,7,8,10,4,13,08/02/2013,LSH,,11/30/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maris
